name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
The Underworld Domains,288320,False,20,Old Man's Child,In Defiance of Existence,0.312,0.873,11,-6.064,0.0,0.0561,1.86e-05,0.569,0.346,0.179,184.816,4.0,881.0,black-metal
Mehman,270937,False,24,Anupam Roy,Mehman,0.603,0.783,6,-6.012,1.0,0.0486,0.131,4.16e-05,0.234,0.703,127.981,4.0,571.0,indian
Buffalo Nickel,278506,False,25,Béla Fleck,"The Bluegrass Sessions: Tales From The Acoustic Planet, Vol. 2",0.442,0.514,5,-12.635,1.0,0.0321,0.894,0.93,0.169,0.768,114.873,4.0,516.0,bluegrass
Disque Magique,155468,False,29,Dusty Decks,Disque Magique,0.391,0.473,4,-8.124,1.0,0.0875,0.738,0.848,0.161,0.408,81.005,4.0,279.0,study
On the Border,251186,False,22,The New Mastersounds,Breaks from the Border,0.78,0.934,11,-4.843,1.0,0.0426,0.118,0.738,0.0588,0.879,102.038,4.0,420.0,afrobeat
Contraband (feat. Courtney LaPlante),250145,True,50,Make Them Suffer;Courtney LaPlante,Contraband (feat. Courtney LaPlante),0.475,0.959,11,-4.135,1.0,0.0903,9.35e-05,3.24e-06,0.213,0.135,129.983,4.0,540.0,black-metal
Fatal Fall,216466,False,25,Flaw,Divided We Fall,0.514,0.879,7,-3.795,1.0,0.0444,0.00122,0.0,0.221,0.434,110.086,4.0,393.0,industrial
都怪我,305063,False,20,胡66,都怪我,0.647,0.515,2,-7.126,1.0,0.0268,0.741,4.27e-05,0.141,0.19,93.95,4.0,466.0,mandopop
Inferno,271334,False,26,Cyclo,Inferno,0.69,0.57,11,-11.993,1.0,0.0475,0.227,0.0,0.142,0.506,102.953,4.0,455.0,spanish
The Carnival of the Animals: Fossils (feat. Nina Flyer & Chie Nagatani),120765,False,0,David Ogden Stiers;Chie Nagatani;Nina Flyer,Ferdinand the Bull and Friends (feat. Nina Flyer and Chie Nagatani),0.722,0.22,10,-18.145,1.0,0.0706,0.965,0.011,0.106,0.887,107.138,4.0,204.0,disney
Mohre,238420,False,0,Electroqute,Nashenakhte,0.396,0.979,2,-3.125,1.0,0.058,0.00437,4.47e-05,0.339,0.269,180.071,4.0,707.0,iranian
何の時間,184608,False,26,Maharajan,いいことがしたい,0.64,0.907,0,-4.372,1.0,0.0475,7.86e-05,0.0624,0.141,0.875,127.991,4.0,393.0,j-dance
ハルジオンが咲く頃,328040,False,21,Nogizaka46,Time flies (Complete Edition),0.534,0.882,4,-3.143,1.0,0.0361,0.236,0.0,0.282,0.4,135.015,4.0,726.0,j-idol
What It Is,237106,False,14,Freddy Fresh,Badder Badder Schwing,0.753,0.685,9,-9.502,0.0,0.0376,0.00376,0.812,0.087,0.884,127.886,4.0,503.0,breakbeat
In My Blood,211360,False,0,Shawn Mendes,Concierto en la ducha,0.622,0.711,5,-7.321,1.0,0.0665,0.0573,0.0,0.13,0.487,140.016,4.0,477.0,breakbeat
Wanna Give It Up - Dr Packer's Légo's Dub Remix,222600,False,10,Ralphi Rosario;Linda Clifford;Dr Packer,Wanna Give It Up (Dr Packer's Légo's Dub Remix),0.804,0.735,10,-5.297,0.0,0.0475,0.000954,0.641,0.0501,0.623,124.016,4.0,456.0,chicago-house
Bonjour Travelers,246851,False,18,Gabber Eleganza,Blist (Compilation IV),0.695,0.926,4,-4.224,0.0,0.0717,6.72e-05,0.856,0.211,0.174,178.046,4.0,705.0,techno
Say Hello to the Undertaker,224866,False,20,Winds of Plague,Resistance,0.304,0.979,4,-2.469,1.0,0.0786,9.28e-05,1.43e-05,0.336,0.253,185.162,4.0,686.0,black-metal
I Speak Hate,312226,True,3,Confess,Revenge at All Costs,0.426,0.957,1,-4.831,1.0,0.0968,1.08e-05,0.871,0.314,0.231,95.027,4.0,481.0,iranian
For Better or Worse,313813,False,35,Sir Charles Jones,Love Machine,0.828,0.487,10,-7.946,1.0,0.0901,0.439,0.0,0.333,0.683,115.975,4.0,601.0,bluegrass
Avalon,227826,False,19,Talla 2XLC,Avalon,0.444,0.986,4,-5.285,1.0,0.0738,0.000121,0.558,0.44,0.0752,138.022,4.0,521.0,techno
DJ Beat That Shhh (feat. MD X-Spress) - Oliver Dollar's Boompty Mix,192776,False,12,Mike Dunn;MD X-Spress;Oliver Dollar,My House From All Angles (Remixes),0.833,0.938,5,-7.2,1.0,0.0998,0.00053,0.708,0.223,0.879,126.987,4.0,408.0,chicago-house
Rebellion (Bingo Bango Remix),293913,False,40,Neelix;Bingo Bango,Rebellion (Bingo Bango Remix),0.633,0.859,10,-6.621,0.0,0.0345,0.0265,0.603,0.106,0.286,137.987,4.0,663.0,techno
Something Wonderful,271751,False,25,Revolting Cocks,"Beers, Steers + Queers",0.653,0.804,7,-12.356,0.0,0.0627,3.37e-05,0.919,0.0845,0.632,148.026,4.0,669.0,industrial
Duas de Cinco,224880,False,6,Criolo,Duas de Cinco,0.658,0.718,5,-8.128,1.0,0.076,0.0446,0.0036,0.2,0.514,80.112,4.0,296.0,afrobeat
Na Rukte Hain Ansoo,289709,False,50,Nusrat Fateh Ali Khan;Afternight Vibes,"Revamped, Vol. 3 (Remix)",0.669,0.776,4,-5.496,0.0,0.0576,0.0163,0.667,0.195,0.504,75.002,4.0,352.0,indian
Me Lembro - Acústico,298481,False,37,Kemuel,Filhos Acústico,0.452,0.299,7,-11.7,1.0,0.0407,0.794,0.0,0.046,0.233,78.769,4.0,392.0,brazil
Fuck Martina - Stunned Guys Remix,329106,False,22,Bodylotion,Oldschool Hardcore Volume II,0.691,0.896,10,-7.911,0.0,0.0568,0.00392,0.831,0.159,0.181,92.987,4.0,509.0,happy
Cê Volta ou Não,148689,False,0,Kiko Chicabana,Do Sunrise Ao Sunset,0.669,0.894,7,-3.775,1.0,0.0304,0.013,0.0,0.0998,0.602,139.991,4.0,337.0,forro
Doxa 4,211279,False,0,Siavash Amini,The Waterfront,0.558,0.841,4,-10.089,1.0,0.0598,0.221,0.946,0.0873,0.206,101.061,4.0,338.0,iranian
Thankyou for Everything,242242,False,0,Kyson,Blackstone,0.57,0.368,10,-15.195,1.0,0.0503,0.791,0.91,0.108,0.156,106.963,4.0,419.0,idm
Flashpoint,173000,False,26,Fear Factory,Demanufacture (Special Edition),0.514,0.995,2,-5.452,1.0,0.107,1.26e-05,0.213,0.356,0.162,125.992,4.0,361.0,industrial
Superbad,256970,True,16,Aquasky,Raise the Devil,0.731,0.946,7,-2.429,1.0,0.108,0.0488,0.0,0.173,0.883,139.948,4.0,589.0,breakbeat
Paradox Existence,269423,False,0,Garhelenth,The Mysterious Kingdom,0.125,0.677,8,-9.416,1.0,0.048,1.68e-06,0.0056,0.382,0.299,96.517,4.0,475.0,iranian
Creep (Glee Cast Version),237266,False,54,Glee Cast,"Glee: The Music, The Complete Season Four",0.329,0.54,5,-6.814,1.0,0.033,0.017,1.63e-05,0.176,0.137,184.572,4.0,722.0,techno
Castle Down a Dirt Road,107200,False,17,The Magnetic Fields,Quickies,0.297,0.658,7,-4.754,1.0,0.0424,0.988,0.0524,0.191,0.507,109.872,4.0,167.0,techno
Jack'n the House,327653,False,7,"Farley ""Jackmaster"" Funk",Funkin' with the Drums Again,0.77,0.771,1,-14.316,1.0,0.0587,0.174,0.897,0.0686,0.821,115.875,4.0,628.0,chicago-house
Templo Vivo,255466,False,47,Diego Fernandes,Não Desista de Viver!,0.49,0.56,2,-5.179,1.0,0.034,0.229,0.000123,0.107,0.212,140.11,4.0,590.0,brazil
Liza waited,129223,False,31,Sail & Weep,Liza waited,0.794,0.237,2,-12.024,1.0,0.0657,0.601,0.884,0.119,0.446,84.917,4.0,179.0,study
Sugar Please,241990,False,0,The Brothers Comatose,"Ink, Dust & Luck",0.522,0.272,7,-9.987,1.0,0.0265,0.709,0.0,0.246,0.286,111.787,3.0,440.0,bluegrass
Thunder And Lightning,169662,False,31,Lonesome River Band,Bridging the Tradition,0.551,0.737,2,-6.528,1.0,0.0341,0.414,1.16e-06,0.0802,0.821,181.071,4.0,492.0,bluegrass
Minus,260213,False,21,ohGr,Welt,0.533,0.958,5,-6.26,0.0,0.0887,0.000394,0.0416,0.0905,0.455,146.999,4.0,635.0,industrial
Estrella Polar (with Juan Aguirre),211506,False,59,Pereza;Juan Aguirre,Aproximaciones,0.517,0.839,4,-3.957,1.0,0.0286,0.0296,0.000379,0.248,0.778,126.968,4.0,429.0,spanish
Tin Roof (feat. Blessing Offor),203752,False,48,Chris Tomlin;Blessing Offor,Chris Tomlin & Friends,0.418,0.331,8,-8.296,1.0,0.0339,0.931,4.92e-05,0.0994,0.376,82.134,5.0,274.0,forro
"Hawayein (From ""Jab Harry Met Sejal"")",289999,False,66,Pritam;Arijit Singh,"Hawayein (From ""Jab Harry Met Sejal"")",0.606,0.601,2,-5.576,1.0,0.0283,0.796,0.000511,0.127,0.453,125.961,4.0,602.0,indian
A Daisy Chain 4 Satan,352053,False,23,My Life With The Thrill Kill Kult,My Life With the Thrill Kill Kult,0.567,0.695,6,-6.893,1.0,0.0329,5.95e-06,0.641,0.273,0.831,125.799,4.0,738.0,industrial
Evil Inside Me - Original Mix,355315,False,22,Evil Activities,Evil's Greatest Activities,0.425,0.937,4,-5.777,1.0,0.124,0.574,0.0245,0.132,0.127,176.935,4.0,1035.0,happy
Wildest Dream,187510,False,43,Thomas Gold;Kosling;Matthew Steeper,Wildest Dream,0.545,0.839,1,-4.24,1.0,0.0468,0.0223,0.0,0.0714,0.276,127.987,4.0,395.0,techno
Immortal Rites,243520,False,49,Morbid Angel,Altars of Madness,0.19,0.934,1,-7.796,1.0,0.056,8.08e-06,0.107,0.363,0.36,98.424,3.0,433.0,black-metal
そして人間は無力と思い知る,276973,False,16,STU48,花は誰のもの?公演「夏の“好き”はご用心」「そして人間は無力と思い知る」,0.54,0.814,8,-4.177,0.0,0.0291,0.403,8.95e-06,0.0737,0.375,100.086,4.0,440.0,j-idol
Esto se pondrá bueno,200066,False,20,Randy Newman,La Princesa y el sapo (Banda Sonora Original en Español),0.135,0.202,0,-14.366,1.0,0.0329,0.632,0.543,0.396,0.0878,94.196,4.0,305.0,disney
You Lord,194690,False,14,Rygin King,Therapy,0.731,0.616,11,-6.134,0.0,0.129,0.42,2.95e-06,0.322,0.354,89.995,4.0,289.0,j-dance
Hell's Master of Hell,197267,True,22,Joel Grind,The Yellowgoat Sessions,0.331,0.995,9,-6.638,1.0,0.107,6.08e-05,0.762,0.388,0.178,171.927,4.0,560.0,black-metal
"Ondra Renda (From ""Kaakha Kaakha"")",306626,False,56,Bombay Jayashri,Star Hits of Vijay & Surya,0.642,0.562,9,-9.304,0.0,0.0607,0.584,0.0,0.104,0.671,149.82,4.0,753.0,indian
香港戀情,195840,False,29,Jody Chiang,白色的夢,0.57,0.433,8,-9.244,1.0,0.0353,0.626,1.01e-05,0.223,0.397,91.042,4.0,289.0,mandopop
No Meio de uma Sessão,214119,False,48,ConeCrewDiretoria,Bonde da Madrugada pt. 1,0.705,0.727,5,-4.35,0.0,0.0657,0.291,0.0,0.343,0.345,89.972,4.0,319.0,brazil
Your Love,224208,False,45,Limoblaze;Dj Horphuray,Afrobeats Rap and Jesus,0.795,0.719,6,-4.791,1.0,0.0642,0.115,0.0051,0.0525,0.958,110.02,4.0,402.0,afrobeat
You Will Payback!,274248,True,1,Confess,Beginning of Dominion,0.475,0.988,8,-3.732,1.0,0.158,0.00767,1.44e-05,0.17,0.272,104.946,4.0,478.0,iranian
吼えろ 2021,261932,False,17,Momoiro Clover Z;Funky Kato,吼えろ 2021,0.602,0.867,3,-1.859,1.0,0.054,0.153,4.91e-06,0.145,0.686,134.013,4.0,570.0,j-idol
Penguin Offering Peanuts,116120,False,20,Ilkae,Pistachio Island,0.797,0.772,3,-10.13,1.0,0.12,0.205,0.825,0.0988,0.49,148.896,5.0,288.0,idm
The Hound - Short Version,277000,False,50,NTO,The Hound,0.737,0.551,6,-11.398,1.0,0.0401,0.0078,0.812,0.17,0.0437,120.007,4.0,544.0,techno
"Nunca Foi Sorte, Sempre Foi Deus",200675,False,43,Banda Som e Louvor,"Nunca Foi Sorte, Sempre Foi Deus",0.794,0.849,11,-4.677,0.0,0.093,0.662,0.0,0.26,0.876,147.971,4.0,488.0,forro
Behold the Lamb of God (Remastered 2014),192877,False,0,Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,"Classical Christmas, Vol. 2",0.22,0.27,7,-14.024,0.0,0.0361,0.968,0.854,0.175,0.0441,84.399,4.0,269.0,sleep
Acid Is A Friend Of Mine,395626,False,4,Paul Johnson,Acid Is A Friend Of Mine,0.802,0.704,7,-10.047,1.0,0.0776,6.66e-05,0.898,0.349,0.269,124.844,4.0,815.0,chicago-house
Beirut,313846,False,27,Victor Ruiz,Beirut,0.68,0.622,7,-10.531,0.0,0.0452,0.0536,0.944,0.0965,0.146,130.015,4.0,672.0,techno
Bounce back,312764,False,17,Tha Playah,Walking The Line,0.573,0.893,6,-5.855,1.0,0.058,0.0203,0.011,0.333,0.664,162.043,4.0,832.0,happy
One Time for the DJ (Dj Icey Remix),247360,False,16,Tony Faline,Babylicious (Continuous DJ Mix by Baby Anne),0.778,0.889,0,-6.481,1.0,0.0967,0.000411,0.914,0.05,0.398,132.041,4.0,543.0,breakbeat
Ay Haiti!,311346,False,61,Alejandro Sanz;Aleks Syntek;Bebe;Belinda;Carlos Jean;Daddy Jean;David Otero;Enrique Iglesias;Estopa;Hombres G;Juanes;Kun Agüero;La Mala;La Oreja de Van Gogh;Macaco;Marta Sánchez;Merce;Miguel Bosé;Najwa;OBK;Sandra Carrasco;Shakira;Wally Lopez,Ay Haiti!,0.673,0.753,7,-5.002,1.0,0.119,0.272,0.0,0.071,0.424,120.057,4.0,607.0,spanish
Sleep Well,96018,False,55,SPEECHLESS,Future Feelings,0.582,0.197,7,-13.155,1.0,0.0493,0.748,0.923,0.101,0.149,99.816,4.0,155.0,study
Malicious Winds,320600,False,3,Shade Empire,Omega Arcane,0.497,0.939,1,-5.595,1.0,0.0635,2.04e-06,0.967,0.3,0.327,120.04,4.0,633.0,black-metal
Malibu,148822,True,58,Virginia To Vegas;NOTD,Malibu,0.657,0.653,9,-8.525,1.0,0.0258,0.0568,0.000142,0.321,0.624,111.974,4.0,274.0,chicago-house
春の嵐,274053,False,21,Shiritsu Ebisu Chugaku,エビクラシー,0.506,0.948,6,-2.959,1.0,0.116,0.0362,2.32e-06,0.0769,0.324,99.941,4.0,450.0,j-idol
Chainsaw Gutsfuck,212760,True,53,Mayhem,Deathcrush,0.249,0.828,3,-10.821,0.0,0.0685,3.04e-06,0.951,0.112,0.279,120.23,5.0,415.0,black-metal
Bheegi Si Bhaagi Si,278093,False,61,Pritam;Mohit Chauhan;Antara Mitra,Raajneeti (Original Motion Picture Soundtrack),0.564,0.867,8,-6.21,1.0,0.121,0.361,0.0,0.262,0.815,88.919,4.0,403.0,indian
F33LIN6 24K,261694,False,4,Baseck,F33LIN6 24K,0.453,0.942,9,-5.992,0.0,0.157,0.00034,0.841,0.112,0.101,176.947,4.0,767.0,idm
Tambalea (feat. Lido Pimienta & Ceci Bastida),241966,True,19,Niña Dioz;Ceci Bastida;Lido Pimienta,Reyna,0.791,0.575,8,-5.222,0.0,0.0877,0.171,0.0,0.101,0.661,135.958,4.0,542.0,afrobeat
Null Pointer,283560,False,8,Monolake,Silence,0.426,0.406,8,-16.846,1.0,0.08,0.329,0.112,0.0954,0.312,137.966,4.0,696.0,idm
Dry Counties,224373,False,26,Mountain Sprout,One More For The Ditch,0.533,0.841,2,-4.418,1.0,0.0315,0.126,0.000212,0.184,0.97,122.132,4.0,435.0,bluegrass
ワルツのレター,226216,False,32,Macaroni Empitsu,ハッピーエンドへの期待は,0.655,0.734,3,-7.488,0.0,0.0342,0.0818,2.12e-06,0.105,0.69,108.001,4.0,398.0,j-dance
Ginseng Sullivan,190933,False,35,Tony Rice Unit,Manzanita,0.648,0.475,4,-11.566,1.0,0.034,0.484,7.3e-06,0.0908,0.909,109.436,4.0,338.0,bluegrass
Agnikunjondru,199399,False,45,Masala Coffee;Sooraj Santhosh,Uriyadi (Original Motion Picture Soundtrack),0.521,0.923,0,-3.66,1.0,0.118,0.133,2.39e-05,0.178,0.336,149.951,5.0,468.0,indian
Dokhtare Boyerahmadi (Folk Song),165506,False,0,Martin Shamoonpour,8 Bit,0.485,0.413,7,-7.927,1.0,0.0845,0.68,0.371,0.252,0.474,87.351,4.0,234.0,iranian
Enjoy the Moment,195311,True,9,Charly Black,Enjoy the Moment,0.706,0.95,7,-4.93,0.0,0.0598,0.0629,3.73e-06,0.348,0.884,121.989,4.0,391.0,j-dance
某年某月某一天,244733,False,0,Energy,秋日思念絮語,0.758,0.565,8,-5.25,1.0,0.044,0.169,0.0,0.126,0.401,131.995,4.0,521.0,mandopop
Console,430108,False,7,Zimmz,"A-Sides, Vol. 8",0.63,0.649,4,-9.839,0.0,0.0573,0.00114,0.875,0.0759,0.134,126.995,4.0,906.0,techno
Cosmos 2278,136000,False,7,"Sarah, the Illstrumentalist",Constellations,0.781,0.49,7,-12.236,1.0,0.0452,0.217,0.426,0.0809,0.608,114.623,4.0,254.0,study
Fire Ball Mail,112213,False,24,Flatt & Scruggs,Foggy Mountain Banjo,0.369,0.782,7,-8.013,1.0,0.0356,0.162,0.971,0.268,0.962,127.015,4.0,225.0,bluegrass
Quiet in the Garden,140000,False,35,Justnormal,Just a Lullaby,0.535,0.5,9,-14.602,1.0,0.129,0.598,0.764,0.0852,0.146,80.113,4.0,189.0,study
Dancing Together,189946,False,27,Critical Mass,Happy Hardcore Top 100,0.483,0.98,1,-6.196,1.0,0.0555,0.00434,0.832,0.254,0.794,161.704,4.0,512.0,happy
Shenpa Indicator Light!!!,145403,False,0,Fire-Toolz,Eternal Home,0.357,0.882,0,-7.669,0.0,0.119,0.00267,0.626,0.239,0.291,114.43,4.0,304.0,techno
Joy to the World (Joyful Joyful),257192,False,17,Phil Wickham,Christmas: Acoustic Sessions,0.48,0.15,0,-12.751,1.0,0.0293,0.846,3.44e-06,0.115,0.285,141.786,4.0,591.0,iranian
Dentro De Um Instante,204800,False,41,3030,Arcano 19,0.736,0.495,2,-9.999,1.0,0.0774,0.653,3.5e-05,0.12,0.437,75.015,4.0,254.0,brazil
Lockin',197093,False,13,DJ Icey,Take a Little Take a Lot,0.73,0.838,1,-5.422,1.0,0.0347,0.00119,0.639,0.116,0.222,127.993,4.0,420.0,breakbeat
Free Yourself,261266,False,40,The Chemical Brothers,No Geography,0.63,0.771,1,-7.642,1.0,0.0418,0.00975,0.304,0.433,0.446,125.02,4.0,543.0,breakbeat
Gimme That Punk - Radio Edit,193613,False,41,Audio Bullys,Gimme That Punk,0.702,0.875,0,-4.389,1.0,0.151,0.00314,1.58e-06,0.0724,0.617,124.007,4.0,388.0,breakbeat
patterns of peace,185142,False,33,hope mona,kaleidoscopes,0.654,0.451,11,-10.406,1.0,0.0379,0.489,0.823,0.136,0.0998,140.006,4.0,428.0,study
Melting Sun I: Azure Chimes,431400,False,31,Lantlôs,Melting Sun,0.329,0.582,11,-5.489,1.0,0.0503,4.98e-05,0.805,0.0893,0.0872,124.931,4.0,882.0,black-metal
Passive Aggressive,108069,True,52,Nate Traveller,Born Erased,0.864,0.556,5,-7.323,0.0,0.0618,0.508,0.0,0.193,0.598,133.096,4.0,230.0,sleep
Kyon Hawa,371957,False,47,Madan Mohan;Yash Chopra;Lata Mangeshkar;Sonu Nigam;Javed Akhtar,Veer - Zaara,0.363,0.493,9,-8.286,1.0,0.0408,0.604,8.75e-05,0.0989,0.384,146.794,3.0,901.0,indian
Purple Amethyst,157937,False,5,"Sarah, the Illstrumentalist",Pocket Full of Crystals: Vol 2,0.625,0.452,3,-8.586,1.0,0.0511,0.672,0.923,0.16,0.361,159.965,4.0,419.0,study
寂寞沙洲冷,277333,False,0,Steve Chou,星空下的傳說,0.704,0.498,7,-5.996,1.0,0.0459,0.351,0.0,0.181,0.665,119.979,4.0,543.0,mandopop
Sol Ou Chuva,205013,False,48,Forfun,Polisenso,0.655,0.63,4,-6.188,1.0,0.0238,0.0277,0.000383,0.0935,0.753,95.968,4.0,320.0,brazil
我們的愛,287026,False,62,F.I.R.,飛兒樂團,0.509,0.646,5,-4.051,0.0,0.0301,0.502,1.23e-05,0.0989,0.135,136.054,4.0,640.0,mandopop
Insane,280386,False,0,Angband,IV,0.559,0.923,3,-4.734,0.0,0.0736,0.00118,0.0175,0.119,0.377,144.973,4.0,669.0,iranian
Faithful Now,234560,False,58,Vertical Worship,Grace Is On Our Side,0.156,0.739,11,-6.062,1.0,0.0436,0.0462,0.0,0.158,0.186,73.354,4.0,276.0,afrobeat
Love Me Now,318531,False,26,Beenie Man;Wyclef Jean,Art And Life,0.678,0.884,1,-5.032,1.0,0.101,5.21e-05,1.14e-05,0.143,0.458,99.761,4.0,525.0,j-dance
Pitch Black,260573,False,20,Vreid,Pitch Black Brigade,0.274,0.93,9,-5.136,1.0,0.0774,8.15e-05,0.614,0.0699,0.376,164.003,4.0,699.0,black-metal
Thaimai,166229,False,51,G. V. Prakash;Bombay Jayashri,Theri (Original Motion Picture Soundtrack),0.248,0.42,9,-11.747,1.0,0.0274,0.587,0.00473,0.108,0.218,84.013,3.0,220.0,indian
The Brightest Light,224875,False,9,Matt Large,The Brightest Light,0.764,0.612,4,-8.501,0.0,0.052,0.174,0.804,0.102,0.616,96.02,4.0,357.0,study
Cheering You On,202383,False,52,for KING & COUNTRY,What Are We Waiting For?,0.518,0.391,7,-11.55,0.0,0.098,0.0711,9.51e-05,0.0845,0.253,147.989,4.0,487.0,afrobeat
Vai Ter Vida Aí,270512,False,48,Midian Lima,Vai Ter Vida Aí,0.387,0.441,4,-9.177,1.0,0.0335,0.405,0.0,0.0985,0.305,94.658,4.0,417.0,brazil
痴情月娘島,324933,False,23,Huang Yee Ling,台灣歌古早曲,0.452,0.264,9,-14.867,1.0,0.0324,0.0403,0.0,0.0728,0.15,144.092,4.0,766.0,mandopop
Evolution,52000,False,5,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,0.449,0.486,2,-10.459,1.0,0.052,0.166,0.725,0.292,0.353,171.864,5.0,145.0,idm
昨日よりもっと好き(Smiling Lions),249466,False,20,AKB48,前しか向かねえ<劇場盤>,0.394,0.888,5,-2.387,1.0,0.0694,0.271,0.0,0.149,0.618,154.914,4.0,622.0,j-idol
Strange as it Seems,268306,False,19,The Wood Brothers,One Drop of Truth,0.485,0.113,2,-13.116,1.0,0.0345,0.883,0.00763,0.108,0.0628,145.722,4.0,635.0,bluegrass
More Like Jesus - Live,337453,False,48,Passion;Kristian Stanfill,Whole Heart (Live),0.405,0.678,10,-5.448,1.0,0.0352,0.0298,0.0,0.367,0.177,144.075,3.0,803.0,indian
"7 Dagen, 7 Zonden",192880,False,19,Lawineboys;BZB,Polonaise Vol. 17 (2021),0.714,0.965,6,-5.84,1.0,0.0633,0.253,0.0,0.275,0.952,158.921,4.0,490.0,happy
Simbiosis - Original Mix,230597,False,27,DJ Sim,Simbiosis (DJ Obscurity Remix),0.664,0.817,7,-5.006,1.0,0.0546,0.00184,0.787,0.178,0.0396,152.114,4.0,577.0,happy
Nossa História,276240,False,45,Forró Boys,"Forró di Katiguria, Vol. 3",0.717,0.822,8,-4.765,1.0,0.0334,0.0874,0.0,0.116,0.901,92.998,4.0,428.0,forro
Viva Voz,152601,False,36,Kevi Jonny,Sucessos,0.714,0.722,2,-3.528,0.0,0.0283,0.623,0.0,0.0915,0.905,134.943,4.0,317.0,forro
Ten Miles High,274306,False,17,Rotting Christ,A Dead Poem,0.503,0.793,2,-6.338,1.0,0.0317,4.9e-05,0.898,0.109,0.308,130.118,4.0,586.0,black-metal
Napalm in the Morning (2021 - Remaster),356973,False,10,Sodom,M-16 (20th Anniversary Edition),0.255,0.862,2,-5.637,1.0,0.0505,7.13e-05,0.0444,0.103,0.446,151.611,3.0,670.0,black-metal
I'm Tore Down,253333,False,54,Freddie King,Getting Ready... (World),0.64,0.496,2,-11.124,1.0,0.0413,0.616,4.63e-05,0.183,0.954,116.632,4.0,484.0,bluegrass
Time To Jack,354960,False,6,Chip E.,Hotter Than House,0.813,0.863,1,-8.587,1.0,0.0563,0.00024,0.89,0.109,0.717,122.93,4.0,727.0,chicago-house
La flaca,261200,False,78,Jarabe De Palo,La Flaca,0.871,0.481,7,-9.068,1.0,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,4.0,444.0,spanish
Drizzle,214153,False,24,DJ Fixx,Drizzle,0.659,0.883,11,-4.868,1.0,0.0551,0.000562,0.651,0.0465,0.687,130.033,4.0,448.0,breakbeat
What Is Left,92626,False,15,Casino Versus Japan,Frozen Geometry,0.477,0.558,7,-8.289,1.0,0.0342,0.993,0.819,0.141,0.168,135.352,3.0,205.0,idm
Them Is Us,346171,False,36,Rival Consoles,Them Is Us,0.488,0.545,1,-11.946,0.0,0.0394,0.33,0.828,0.135,0.082,175.884,3.0,990.0,idm
Khush to Hai Na,191020,False,46,Osho Jain,Khush to Hai Na,0.807,0.0977,0,-15.128,1.0,0.0427,0.97,4.16e-05,0.0863,0.462,147.127,4.0,457.0,indian
Long Hot Summer Days,288760,False,32,John Hartford,Mark Twang,0.591,0.177,9,-17.299,1.0,0.0811,0.926,0.00106,0.294,0.522,70.959,4.0,341.0,bluegrass
Eremophobia,163815,True,0,Tension Prophecy,Death Metal From Iran,0.462,0.934,1,-6.506,1.0,0.0974,0.000697,0.502,0.0965,0.38,160.03,4.0,418.0,iranian
Não Vou Ficar,172996,False,52,Tim Maia,Tim Maia 1971,0.563,0.783,4,-9.052,1.0,0.0695,0.0925,0.0,0.0887,0.688,77.723,4.0,224.0,brazil
Deva Deva (Telugu),276964,False,36,Pritam;Sreerama Chandra;Arijit Singh;Jonita Gandhi,Brahmastra (Telugu) [Original Motion Picture Soundtrack],0.559,0.709,0,-7.219,1.0,0.0396,0.664,0.000119,0.117,0.417,112.01,4.0,503.0,indian
法蘭西多士,254305,False,47,告五人,我肯定在幾百年前就說過愛你,0.745,0.639,11,-6.612,1.0,0.0442,0.0317,0.00186,0.208,0.762,124.969,4.0,514.0,mandopop
Bahama Breeze,144494,False,26,"Sarah, the Illstrumentalist",Discover the World Vol. 1,0.756,0.4,6,-8.383,1.0,0.0676,0.554,0.508,0.426,0.568,88.983,4.0,214.0,study
Hand Drawn Maps,195886,False,12,Luke Abbott,Modern Driveway,0.458,0.492,0,-15.728,1.0,0.0335,0.488,0.95,0.265,0.493,110.051,4.0,347.0,idm
Rave - Remix,239083,False,44,Sam Paganini;Adam Beyer;Layton Giordani,Rave (Remix),0.732,0.627,11,-13.712,1.0,0.0524,0.000174,0.895,0.0981,0.266,131.007,4.0,519.0,techno
The Question Is What Is the Question? - Remastered,226386,False,10,Scooter,Jumping All over the World (20 Years of Hardcore Expanded Edition) [Remastered],0.582,0.973,7,-3.916,1.0,0.0405,0.0114,0.184,0.278,0.911,142.041,4.0,530.0,happy
Roanoke,84000,False,30,Larry Keel,Journey,0.414,0.911,7,-6.51,1.0,0.0504,0.669,0.952,0.253,0.941,169.919,4.0,224.0,bluegrass
Papaw Taught Me,139093,False,22,Blue Moon Rising,On The Rise,0.647,0.729,7,-7.56,1.0,0.0304,0.307,0.00324,0.142,0.925,111.764,4.0,247.0,bluegrass
Warning from the Reaper,245506,False,17,Midnight,Rebirth by Blasphemy,0.147,0.966,11,-5.771,1.0,0.0796,4.66e-05,0.000329,0.153,0.249,146.926,4.0,589.0,black-metal
